fileName,pinataURI
rarepizzas-unopenedbox.87.png,https://gateway.pinata.cloud/ipfs/QmcHEJSvftiRYWKjk3HPV5fQGznEMs5VcNsM8S4jKZ7MXA
rarepizzas-unopenedbox.88.png,https://gateway.pinata.cloud/ipfs/QmUfLtcuRbL74soYMJPUgXkU48eJ1Y38K2RwNUUVzm4r6v
rarepizzas-unopenedbox.89.png,https://gateway.pinata.cloud/ipfs/QmcfCLufKJv2bLsBgf8CDeFsEo5Kvd4DuDxXXg1asSYNkv
rarepizzas-unopenedbox.90.png,https://gateway.pinata.cloud/ipfs/QmPQtDtYBDykQX1NtiQ7MMT4MdHMz7Vj4SBvgAor1W22Qa
rarepizzas-unopenedbox.91.png,https://gateway.pinata.cloud/ipfs/QmfLGhqd2thMWXJAwhzK57oTh7PpWNq4FRGmDqrszVcWUL
rarepizzas-unopenedbox.92.png,https://gateway.pinata.cloud/ipfs/Qmdj4vgVcbK6cHez39hHSMGgX5rJjAfZQX2YfcE1LgN8H9
rarepizzas-unopenedbox.93.png,https://gateway.pinata.cloud/ipfs/QmbskynYp1ASN6pD153w9pPvy8jLx4dC9kWYNXBQde6jAW
rarepizzas-unopenedbox.94.png,https://gateway.pinata.cloud/ipfs/QmRn6Uio6g2Tz8CiNd7VX1AaLmDvaaEy7Cv6ZAswP4tRsf
rarepizzas-unopenedbox.95.png,https://gateway.pinata.cloud/ipfs/QmQUfEXG3YFsY49oxTwgwgdUyHroNAP9DZFMPLpPcK7XPA
rarepizzas-unopenedbox.96.png,https://gateway.pinata.cloud/ipfs/QmRvzSvmdd8f51scCBb48FZ1HNzDidh1EdS7GTfj5rFSqZ
rarepizzas-unopenedbox.97.png,https://gateway.pinata.cloud/ipfs/QmeXgWZSouqRj95xsbPF7q59aVY24KeGB326Y4zwme6UPP
rarepizzas-unopenedbox.98.png,https://gateway.pinata.cloud/ipfs/QmbGjHM7GYnwwByeigxNmcpddpxafAwbb5cvjeSqTM6iP5
rarepizzas-unopenedbox.99.png,https://gateway.pinata.cloud/ipfs/QmVzimsHCfty8Dz438HZxugr9mykjxr1i5iKcGHenCizt6
rarepizzas-unopenedbox.100.png,https://gateway.pinata.cloud/ipfs/QmZT1dCdsrBthYy9n23e7zgMdhFoUzMh2HgoZV7yzvhaom
